blk2010gj,blk2010ge,blk2020gj,blk2020ge,parea,weight
G15000100217022005,150010217022005,G15000100217051004,150010217051004,1,1
G15000100217022006,150010217022006,G15000100217051003,150010217051003,1,1
G15000100217022007,150010217022007,G15000100217051003,150010217051003,1,1
G15000100217022008,150010217022008,G15000100217051008,150010217051008,1,1
G15000100217022009,150010217022009,G15000100217051008,150010217051008,1,1
G15000100217022010,150010217022010,G15000100217051005,150010217051005,1,1
G15000100217022011,150010217022011,G15000100217051005,150010217051005,1,1
G15000100217022012,150010217022012,G15000100217051027,150010217051027,1,1
G15000100217022013,150010217022013,G15000100217051027,150010217051027,1,1
G15000100217022014,150010217022014,G15000100217051009,150010217051009,1,1
G15000100217022015,150010217022015,G15000100217051010,150010217051010,1,1
G15000100217022016,150010217022016,G15000100217051021,150010217051021,1,1
G15000100217022017,150010217022017,G15000100217051010,150010217051010,1,1
G15000100217022018,150010217022018,G15000100217051012,150010217051012,1,1
G15000100217022019,150010217022019,G15000100217051013,150010217051013,1,1
G15000100217022020,150010217022020,G15000100217051012,150010217051012,1,1
G15000100217022021,150010217022021,G15000100217051011,150010217051011,1,1
G15000100217022022,150010217022022,G15000100217051015,150010217051015,1,1
G15000100217022023,150010217022023,G15000100217051016,150010217051016,1,1
G15000100217022024,150010217022024,G15000100217051016,150010217051016,1,1
G15000100217022025,150010217022025,G15000100217051019,150010217051019,1,1
G15000100217022026,150010217022026,G15000100217051018,150010217051018,1,1
G15000100217022027,150010217022027,G15000100217051020,150010217051020,1,1
G15000100217022028,150010217022028,G15000100217051016,150010217051016,1,1
G15000100217022029,150010217022029,G15000100217051025,150010217051025,1,1
G15000100217022030,150010217022030,G15000100217051025,150010217051025,1,1
G15000100217022031,150010217022031,G15000100217051016,150010217051016,1,1
G15000100217022032,150010217022032,G15000100217051017,150010217051017,1,1
G15000100217022033,150010217022033,G15000100217051022,150010217051022,1,1
G15000100217022034,150010217022034,G15000100217051024,150010217051024,1,1
G15000100217022035,150010217022035,G15000100217051022,150010217051022,1,1
G15000100217022036,150010217022036,G15000100217051023,150010217051023,1,1
G15000100217022037,150010217022037,G15000100217051021,150010217051021,1,1
G15000100217022038,150010217022038,G15000100217051012,150010217051012,1,1
G15000100217022039,150010217022039,G15000100217051012,150010217051012,1,1
G15000100217022040,150010217022040,G15000100217051013,150010217051013,1,1
G15000100217022041,150010217022041,G15000100217051014,150010217051014,1,1
G15000100217022042,150010217022042,G15000100217051000,150010217051000,0.0006074184,0.0018376786
G15000100217022042,150010217022042,G15000100217051002,150010217051002,0.9993925816,0.9981623214
G15000100217022043,150010217022043,G15000100217051000,150010217051000,0.0915390393,0.3010079864
G15000100217022043,150010217022043,G15000100217051026,150010217051026,0.9084609607,0.6989920136
G15000100217023000,150010217023000,G15000100217062060,150010217062060,1,1
G15000100217023001,150010217023001,G15000100217062098,150010217062098,1,1
G15000100217023002,150010217023002,G15000100217062069,150010217062069,0.3067581928,1
G15000100217023002,150010217023002,G15000100217062070,150010217062070,0.6932418072,0
G15000100217023003,150010217023003,G15000100217062098,150010217062098,1,1
G15000100217023004,150010217023004,G15000100217062069,150010217062069,1,1
G15000100217023005,150010217023005,G15000100217062069,150010217062069,1,1
G15000100217023006,150010217023006,G15000100217062069,150010217062069,1,1
G15000100217023007,150010217023007,G15000100217062070,150010217062070,0.2646475149,0.2646475149
G15000100217023007,150010217023007,G15000100217062071,150010217062071,0.7353524851,0.7353524851
G15000100217023008,150010217023008,G15000100217062056,150010217062056,1,1
G15000100217023009,150010217023009,G15000100217062046,150010217062046,1,1
G15000100217023010,150010217023010,G15000100217062046,150010217062046,1,1
G15000100217023011,150010217023011,G15000100217062047,150010217062047,1,1
G15000100217023012,150010217023012,G15000100217062042,150010217062042,1,1
G15000100217023013,150010217023013,G15000100217062042,150010217062042,1,1
G15000100217023014,150010217023014,G15000100217062000,150010217062000,0.0187904639,0.6620920269
G15000100217023014,150010217023014,G15000100217062001,150010217062001,0.9762608894,0.1951420666
G15000100217023014,150010217023014,G15000100217062002,150010217062002,0.0041859674,0.0361308926
G15000100217023014,150010217023014,G15000100217062052,150010217062052,0.0007626793,0.1066350139
G15000100217023015,150010217023015,G15000100217062037,150010217062037,1,1
G15000100217023016,150010217023016,G15000100217062001,150010217062001,1,1
G15000100217023017,150010217023017,G15000100217062017,150010217062017,1,1
G15000100217023018,150010217023018,G15000100217062001,150010217062001,1,1
G15000100217023019,150010217023019,G15000100217062050,150010217062050,1,1
G15000100217023020,150010217023020,G15000100217062051,150010217062051,1,1
G15000100217023021,150010217023021,G15000100217062049,150010217062049,1,1
G15000100217023022,150010217023022,G15000100217062050,150010217062050,1,1
G15000100217023023,150010217023023,G15000100217062003,150010217062003,1,1
G15000100217023024,150010217023024,G15000100217062004,150010217062004,1,1
G15000100217023025,150010217023025,G15000100217062003,150010217062003,1,1
G15000100217023026,150010217023026,G15000100217062005,150010217062005,1,1
G15000100217023027,150010217023027,G15000100217062006,150010217062006,1,1
G15000100217023028,150010217023028,G15000100217062006,150010217062006,0.0046713815,0.0236210422
G15000100217023028,150010217023028,G15000100217062007,150010217062007,0.9842809479,0.9086623164
G15000100217023028,150010217023028,G15000100217062009,150010217062009,0.0110476706,0.0677166414
G15000100217023029,150010217023029,G15000100217062006,150010217062006,1,1
G15000100217023030,150010217023030,G15000100217062008,150010217062008,1,1
G15000100217023031,150010217023031,G15000100217062009,150010217062009,0.0492695077,0.1499022966
G15000100217023031,150010217023031,G15000100217062010,150010217062010,0.0159462869,0.0990326994
G15000100217023031,150010217023031,G15000100217062011,150010217062011,0.9347842054,0.7510650039
G15000100217023032,150010217023032,G15000100217061016,150010217061016,0.9898661472,0.9731305567
G15000100217023032,150010217023032,G15000100217061017,150010217061017,0.0101338528,0.0268694433
G15000100217023033,150010217023033,G15000100217061016,150010217061016,0.1505498725,0.0616613024
G15000100217023033,150010217023033,G15000100217061017,150010217061017,0.8494501275,0.9383386976
G15000100217023034,150010217023034,G15000100217061016,150010217061016,1,1
G15000100217023035,150010217023035,G15000100217061004,150010217061004,1,1
G15000100217023036,150010217023036,G15000100217061005,150010217061005,1,1
G15000100217023037,150010217023037,G15000100217061006,150010217061006,1,1
G15000100217023038,150010217023038,G15000100217061005,150010217061005,1,1
G15000100217023039,150010217023039,G15000100217061001,150010217061001,1,1
G15000100217023040,150010217023040,G15000100217061001,150010217061001,1,1
G15000100217023041,150010217023041,G15000100217061000,150010217061000,1,1
G15000100217023042,150010217023042,G15000100217061002,150010217061002,1,1
G15000100217023043,150010217023043,G15000100217061002,150010217061002,1,1
G15000100217023044,150010217023044,G15000100217061003,150010217061003,1,1
G15000100217023045,150010217023045,G15000100217061014,150010217061014,1,1
G15000100217023046,150010217023046,G15000100217061007,150010217061007,0.9453603859,0.9630440442
G15000100217023046,150010217023046,G15000100217061011,150010217061011,0.0546396141,0.0369559558
G15000100217023047,150010217023047,G15000100217061009,150010217061009,1,1
G15000100217023048,150010217023048,G15000100217061008,150010217061008,1,1
G15000100217023049,150010217023049,G15000100217061010,150010217061010,1,1
G15000100217023050,150010217023050,G15000100217061013,150010217061013,1,1
G15000100217023051,150010217023051,G15000100217061007,150010217061007,1,1
G15000100217023052,150010217023052,G15000100217061012,150010217061012,1,1
G15000100217023053,150010217023053,G15000100217062015,150010217062015,1,1
G15000100217023054,150010217023054,G15000100217062014,150010217062014,1,1
G15000100217023055,150010217023055,G15000100217062013,150010217062013,1,1
G15000100217023056,150010217023056,G15000100217062025,150010217062025,1,1
G15000100217023057,150010217023057,G15000100217062022,150010217062022,1,1
G15000100217023058,150010217023058,G15000100217062018,150010217062018,1,1
G15000100217023059,150010217023059,G15000100217062017,150010217062017,1,1
G15000100217023060,150010217023060,G15000100217062019,150010217062019,1,1
G15000100217023061,150010217023061,G15000100217062021,150010217062021,1,1
G15000100217023062,150010217023062,G15000100217062023,150010217062023,1,1
G15000100217023063,150010217023063,G15000100217062023,150010217062023,0.0303548273,0.0132225448
G15000100217023063,150010217023063,G15000100217062024,150010217062024,0.9696451727,0.9867774552
G15000100217023064,150010217023064,G15000100217062026,150010217062026,1,1
G15000100217023065,150010217023065,G15000100217062027,150010217062027,1,1
G15000100217023066,150010217023066,G15000100217062029,150010217062029,0.996888151,1
G15000100217023066,150010217023066,G15000100217062033,150010217062033,0.003111849,0
G15000100217023067,150010217023067,G15000100217062029,150010217062029,1,1
G15000100217023068,150010217023068,G15000100217062027,150010217062027,1,1
G15000100217023069,150010217023069,G15000100217062034,150010217062034,1,1
G15000100217023070,150010217023070,G15000100217062040,150010217062040,1,1
G15000100217023071,150010217023071,G15000100217062030,150010217062030,1,1
G15000100217023072,150010217023072,G15000100217062031,150010217062031,1,1
G15000100217023073,150010217023073,G15000100217062027,150010217062027,1,1
G15000100217023074,150010217023074,G15000100217062032,150010217062032,1,1
G15000100217023075,150010217023075,G15000100217062036,150010217062036,1,1
G15000100217023076,150010217023076,G15000100217062036,150010217062036,1,1
G15000100217023077,150010217023077,G15000100217062038,150010217062038,1,1
G15000100217023078,150010217023078,G15000100217062020,150010217062020,1,1
G15000100217023079,150010217023079,G15000100217062034,150010217062034,1,1
G15000100217023080,150010217023080,G15000100217062034,150010217062034,1,1
G15000100217023081,150010217023081,G15000100217062035,150010217062035,1,1
G15000100217023082,150010217023082,G15000100217062028,150010217062028,1,1
G15000100217023083,150010217023083,G15000100217062043,150010217062043,1,1
G15000100217023084,150010217023084,G15000100217062043,150010217062043,1,1
G15000100217023085,150010217023085,G15000100217062043,150010217062043,1,1
G15000100217023086,150010217023086,G15000100217062044,150010217062044,1,1
G15000100217023087,150010217023087,G15000100217062045,150010217062045,1,1
G15000100217023088,150010217023088,G15000100217062041,150010217062041,1,1
G15000100217023089,150010217023089,G15000100217062041,150010217062041,1,1
G15000100217023090,150010217023090,G15000100217062040,150010217062040,1,1
G15000100217023091,150010217023091,G15000100217062041,150010217062041,1,1
G15000100217023092,150010217023092,G15000100217062041,150010217062041,1,1
G15000100217023093,150010217023093,G15000100217062041,150010217062041,1,1
G15000100217023094,150010217023094,G15000100217062041,150010217062041,1,1
G15000100217023095,150010217023095,G15000100217062041,150010217062041,1,1
G15000100217023096,150010217023096,G15000100217062047,150010217062047,1,1
G15000100217023097,150010217023097,G15000100217062047,150010217062047,1,1
G15000100217023098,150010217023098,G15000100217062041,150010217062041,1,1
G15000100217023099,150010217023099,G15000100217062041,150010217062041,1,1
G15000100217023100,150010217023100,G15000100217062041,150010217062041,1,1
G15000100217023101,150010217023101,G15000100217062055,150010217062055,1,1
G15000100217023102,150010217023102,G15000100217062072,150010217062072,1,1
G15000100217023103,150010217023103,G15000100217062091,150010217062091,1,1
G15000100217023104,150010217023104,G15000100217062041,150010217062041,0.0001741992,0.0001741992
G15000100217023104,150010217023104,G15000100217062053,150010217062053,0.9998258008,0.9998258008
G15000100217023105,150010217023105,G15000100217062057,150010217062057,1,1
G15000100217023106,150010217023106,G15000100217062054,150010217062054,1,1
G15000100217023107,150010217023107,G15000100217062072,150010217062072,1,1
G15000100217023108,150010217023108,G15000100217062036,150010217062036,1,1
G15000100217023109,150010217023109,G15000100217062043,150010217062043,1,1
G15000100217023110,150010217023110,G15000100217062016,150010217062016,1,1
G15000100217023111,150010217023111,G15000100217062089,150010217062089,1,1
G15000100217023112,150010217023112,G15000100217062057,150010217062057,1,1
G15000100217023113,150010217023113,G15000100217062057,150010217062057,1,1
G15000100217023114,150010217023114,G15000100217062057,150010217062057,1,1
G15000100217023115,150010217023115,G15000100217062057,150010217062057,1,1
G15000100217023116,150010217023116,G15000100217062058,150010217062058,1,1
G15000100217023117,150010217023117,G15000100217062061,150010217062061,1,1
G15000100217023118,150010217023118,G15000100217062059,150010217062059,1,1
G15000100217023119,150010217023119,G15000100217062060,150010217062060,1,1
G15000100217023120,150010217023120,G15000100217062059,150010217062059,1,1
G15000100217023121,150010217023121,G15000100217062058,150010217062058,1,1
G15000100217023122,150010217023122,G15000100217062059,150010217062059,1,1
G15000100217023123,150010217023123,G15000100217062062,150010217062062,1,1
G15000100217023124,150010217023124,G15000100217062059,150010217062059,1,1
G15000100217023125,150010217023125,G15000100217062062,150010217062062,1,1
G15000100217023126,150010217023126,G15000100217062061,150010217062061,1,1
G15000100217023127,150010217023127,G15000100217062060,150010217062060,1,1
G15000100217023128,150010217023128,G15000100217062059,150010217062059,1,1
G15000100217023129,150010217023129,G15000100217062059,150010217062059,1,1
G15000100217023130,150010217023130,G15000100217062063,150010217062063,1,1
G15000100217023131,150010217023131,G15000100217062064,150010217062064,1,1
G15000100217023132,150010217023132,G15000100217062064,150010217062064,1,1
G15000100217023133,150010217023133,G15000100217062065,150010217062065,1,1
G15000100217023134,150010217023134,G15000100217062065,150010217062065,1,1
G15000100217023135,150010217023135,G15000100217062065,150010217062065,1,1
G15000100217023136,150010217023136,G15000100217062066,150010217062066,1,1
G15000100217023137,150010217023137,G15000100217062067,150010217062067,1,1
G15000100217023138,150010217023138,G15000100217062056,150010217062056,1,1
G15000100217023139,150010217023139,G15000100217062068,150010217062068,1,1
G15000100217023140,150010217023140,G15000100217062066,150010217062066,1,1
G15000100217023141,150010217023141,G15000100217062065,150010217062065,1,1
G15000100217023142,150010217023142,G15000100217062064,150010217062064,1,1
G15000100217023143,150010217023143,G15000100217062064,150010217062064,1,1
G15000100217023144,150010217023144,G15000100217062058,150010217062058,1,1
G15000100217023145,150010217023145,G15000100217062057,150010217062057,1,1
G15000100217023146,150010217023146,G15000100217062057,150010217062057,1,1
G15000100217023147,150010217023147,G15000100217062073,150010217062073,0.1460550841,0
G15000100217023147,150010217023147,G15000100217062074,150010217062074,0.8537037787,0
G15000100217023147,150010217023147,G15000100217062089,150010217062089,0.0002411372,1
G15000100217023148,150010217023148,G15000100217062090,150010217062090,1,1
G15000100217023149,150010217023149,G15000100220001103,150010220001103,1,1
G15000100217023150,150010217023150,G15000100217062090,150010217062090,1,1
G15000100217023151,150010217023151,G15000100217062074,150010217062074,1,1
G15000100217023152,150010217023152,G15000100217062057,150010217062057,1,1
G15000100217023153,150010217023153,G15000100217062059,150010217062059,0.4385518948,1
G15000100217023153,150010217023153,G15000100217062074,150010217062074,0.5614481052,0
G15000100217023154,150010217023154,G15000100217062075,150010217062075,1,1
G15000100217023155,150010217023155,G15000100217062076,150010217062076,1,1
G15000100217023156,150010217023156,G15000100217062075,150010217062075,1,1
G15000100217023157,150010217023157,G15000100217062081,150010217062081,1,1
G15000100217023158,150010217023158,G15000100217062079,150010217062079,0.721465301,0.721465301
G15000100217023158,150010217023158,G15000100217062083,150010217062083,0.278534699,0.278534699
G15000100217023159,150010217023159,G15000100217062078,150010217062078,1,1
G15000100217023160,150010217023160,G15000100217062078,150010217062078,1,1
G15000100217023161,150010217023161,G15000100217062078,150010217062078,1,1
G15000100217023162,150010217023162,G15000100217062077,150010217062077,1,1
G15000100217023163,150010217023163,G15000100217062076,150010217062076,1,1
G15000100217023164,150010217023164,G15000100217062080,150010217062080,1,1
G15000100217023165,150010217023165,G15000100217062081,150010217062081,0.0040345163,0.0040345163
G15000100217023165,150010217023165,G15000100217062082,150010217062082,0.7878173228,0.7878173228
G15000100217023165,150010217023165,G15000100217062087,150010217062087,0.2081481608,0.2081481608
G15000100217023166,150010217023166,G15000100217062088,150010217062088,1,1
G15000100217023167,150010217023167,G15000100217062082,150010217062082,1,1
G15000100217023168,150010217023168,G15000100217062082,150010217062082,1,1
G15000100217023169,150010217023169,G15000100217062082,150010217062082,1,1
G15000100217023170,150010217023170,G15000100217062084,150010217062084,1,1
G15000100217023171,150010217023171,G15000100217062085,150010217062085,0.8499309461,0.8499309461
G15000100217023171,150010217023171,G15000100217062086,150010217062086,0.1500690539,0.1500690539
G15000100217023172,150010217023172,G15000100217062086,150010217062086,1,1
G15000100217023173,150010217023173,G15000100217062087,150010217062087,1,1
G15000100217023174,150010217023174,G15000100217062087,150010217062087,1,1
G15000100217023175,150010217023175,G15000100217062074,150010217062074,1,1
G15000100217023176,150010217023176,G15000100217062074,150010217062074,1,1
G15000100217023177,150010217023177,G15000100217062074,150010217062074,1,1
G15000100217023178,150010217023178,G15000100217062074,150010217062074,1,1
G15000100217023179,150010217023179,G15000100217062093,150010217062093,1,1
G15000100217023180,150010217023180,G15000100217062094,150010217062094,1,1
G15000100217023181,150010217023181,G15000100217062096,150010217062096,1,1
G15000100217023182,150010217023182,G15000100217062095,150010217062095,1,1
G15000100217023183,150010217023183,G15000100217062096,150010217062096,1,1
G15000100217023184,150010217023184,G15000100217062096,150010217062096,1,1
G15000100217023185,150010217023185,G15000100217062096,150010217062096,1,1
G15000100217023186,150010217023186,G15000100217062096,150010217062096,1,1
G15000100217023187,150010217023187,G15000100217062075,150010217062075,1,1
G15000100217023188,150010217023188,G15000100217062088,150010217062088,1,1
G15000100217023189,150010217023189,G15000100217061015,150010217061015,1,1
G15000100217023190,150010217023190,G15000100217062012,150010217062012,1,1
G15000100217023191,150010217023191,G15000100217062097,150010217062097,1,1
G15000100217023192,150010217023192,G15000100217062086,150010217062086,1,1
G15000100217023193,150010217023193,G15000100217062094,150010217062094,1,1
G15000100217023194,150010217023194,G15000100217062094,150010217062094,1,1
G15000100217023195,150010217023195,G15000100217062092,150010217062092,1,1
G15000100217023196,150010217023196,G15000100217062050,150010217062050,1,1
G15000100217023197,150010217023197,G15000100217062001,150010217062001,1,1
G15000100217023198,150010217023198,G15000100217062001,150010217062001,0.1209274435,0.0031755649
G15000100217023198,150010217023198,G15000100217062002,150010217062002,0.8790725565,0.9968244351
G15000100217023199,150010217023199,G15000100217062048,150010217062048,1,1
G15000100217023200,150010217023200,G15000100217062046,150010217062046,1,1
G15000100217023201,150010217023201,G15000100217062061,150010217062061,1,1
G15000100217023202,150010217023202,G15000100217062061,150010217062061,1,1
G15000100217023203,150010217023203,G15000100217062098,150010217062098,1,1
G15000100217023204,150010217023204,G15000100217062011,150010217062011,1,1
G15000100217023205,150010217023205,G15000100217062001,150010217062001,1,1
G15000100217023206,150010217023206,G15000100217062039,150010217062039,1,1
G15000100217023207,150010217023207,G15000100217062039,150010217062039,1,1
G15000100217023208,150010217023208,G15000100217062062,150010217062062,1,1
G15000100217041000,150010217041000,G15000100217081019,150010217081019,1,1
G15000100217041001,150010217041001,G15000100217081020,150010217081020,1,1
G15000100217041002,150010217041002,G15000100217081021,150010217081021,1,1
G15000100217041003,150010217041003,G15000100217081011,150010217081011,0.9988096641,1
G15000100217041003,150010217041003,G15000100217081050,150010217081050,0.0011903359,0
G15000100217041004,150010217041004,G15000100217081012,150010217081012,1,1
G15000100217041005,150010217041005,G15000100217081013,150010217081013,1,1
G15000100217041006,150010217041006,G15000100217081014,150010217081014,1,1
G15000100217041007,150010217041007,G15000100217081014,150010217081014,1,1
G15000100217041008,150010217041008,G15000100217081006,150010217081006,0.0034866267,0
G15000100217041008,150010217041008,G15000100217081010,150010217081010,0.9965133733,1
G15000100217041009,150010217041009,G15000100217081001,150010217081001,0.6989785747,1
G15000100217041009,150010217041009,G15000100217081005,150010217081005,0.0929158359,0
G15000100217041009,150010217041009,G15000100217081007,150010217081007,0.2081055894,0
G15000100217041010,150010217041010,G15000100217081002,150010217081002,1,1
G15000100217041011,150010217041011,G15000100217081000,150010217081000,1,1
G15000100217041012,150010217041012,G15000100217081001,150010217081001,1,1
G15000100217041013,150010217041013,G15000100217081007,150010217081007,1,1
G15000100217041014,150010217041014,G15000100217081001,150010217081001,0.4424537344,1
G15000100217041014,150010217041014,G15000100217081005,150010217081005,0.5575462656,0
G15000100217041015,150010217041015,G15000100217081001,150010217081001,1,1
G15000100217041016,150010217041016,G15000100217081004,150010217081004,1,1
G15000100217041017,150010217041017,G15000100217081008,150010217081008,1,1
G15000100217041018,150010217041018,G15000100217081007,150010217081007,1,1
G15000100217041019,150010217041019,G15000100217081003,150010217081003,0.0028334461,0.0028334461
G15000100217041019,150010217041019,G15000100217081007,150010217081007,0.0002349525,0.0002349525
G15000100217041019,150010217041019,G15000100217081015,150010217081015,0.9969316014,0.9969316014
G15000100217041020,150010217041020,G15000100217081001,150010217081001,1,1
G15000100217041021,150010217041021,G15000100217081024,150010217081024,1,1
G15000100217041022,150010217041022,G15000100217081001,150010217081001,1,1
G15000100217041023,150010217041023,G15000100217081026,150010217081026,1,1
G15000100217041024,150010217041024,G15000100217081026,150010217081026,1,1
G15000100217041025,150010217041025,G15000100217081026,150010217081026,1,1
G15000100217041026,150010217041026,G15000100217081026,150010217081026,1,1
G15000100217041027,150010217041027,G15000100217081026,150010217081026,1,1
G15000100217041028,150010217041028,G15000100217081009,150010217081009,1,1
G15000100217041029,150010217041029,G15000100217081005,150010217081005,0.0132095144,0
G15000100217041029,150010217041029,G15000100217081009,150010217081009,0.9867904856,1
G15000100217041030,150010217041030,G15000100217081027,150010217081027,1,1
G15000100217041031,150010217041031,G15000100217081023,150010217081023,1,1
G15000100217041032,150010217041032,G15000100217081023,150010217081023,1,1
G15000100217041033,150010217041033,G15000100217081017,150010217081017,1,1
G15000100217041034,150010217041034,G15000100217081025,150010217081025,1,1
G15000100217041035,150010217041035,G15000100217081023,150010217081023,1,1
G15000100217041036,150010217041036,G15000100217081029,150010217081029,0.4240800529,0.1464843958
G15000100217041036,150010217041036,G15000100217081031,150010217081031,0.1699354757,0.3104470434
G15000100217041036,150010217041036,G15000100217081032,150010217081032,0.4059844714,0.5430685608
G15000100217041037,150010217041037,G15000100217081017,150010217081017,1,1
G15000100217041038,150010217041038,G15000100217081037,150010217081037,1,1
G15000100217041039,150010217041039,G15000100217081032,150010217081032,1,1
G15000100217041040,150010217041040,G15000100217081032,150010217081032,1,1
G15000100217041041,150010217041041,G15000100217081032,150010217081032,1,1
G15000100217041042,150010217041042,G15000100217081037,150010217081037,1,1
G15000100217041043,150010217041043,G15000100217081032,150010217081032,1,1
G15000100217041044,150010217041044,G15000100217081030,150010217081030,1,1
G15000100217041045,150010217041045,G15000100217081032,150010217081032,1,1
G15000100217041046,150010217041046,G15000100217081033,150010217081033,1,1
G15000100217041047,150010217041047,G15000100217081032,150010217081032,1,1
G15000100217041048,150010217041048,G15000100217081032,150010217081032,1,1
G15000100217041049,150010217041049,G15000100217081032,150010217081032,1,1
G15000100217041050,150010217041050,G15000100217081032,150010217081032,1,1
G15000100217041051,150010217041051,G15000100217081034,150010217081034,1,1
G15000100217041052,150010217041052,G15000100217081032,150010217081032,1,1
G15000100217041053,150010217041053,G15000100217081032,150010217081032,1,1
G15000100217041054,150010217041054,G15000100217081028,150010217081028,1,1
G15000100217041055,150010217041055,G15000100217081028,150010217081028,1,1
G15000100217041056,150010217041056,G15000100217081028,150010217081028,1,1
G15000100217041057,150010217041057,G15000100217081030,150010217081030,1,1
G15000100217041058,150010217041058,G15000100217081030,150010217081030,1,1
G15000100217041059,150010217041059,G15000100217081032,150010217081032,1,1
G15000100217041060,150010217041060,G15000100217081030,150010217081030,1,1
G15000100217041061,150010217041061,G15000100217081036,150010217081036,0.0219739075,0.0290045598
G15000100217041061,150010217041061,G15000100217081037,150010217081037,0.7058328069,0.1133587242
G15000100217041061,150010217041061,G15000100217081042,150010217081042,0.2721932857,0.857636716
G15000100217041062,150010217041062,G15000100217081042,150010217081042,1,1
G15000100217041063,150010217041063,G15000100217081032,150010217081032,1,1
G15000100217041064,150010217041064,G15000100217081032,150010217081032,1,1
G15000100217041065,150010217041065,G15000100217081030,150010217081030,1,1
G15000100217041066,150010217041066,G15000100217081042,150010217081042,1,1
G15000100217041067,150010217041067,G15000100217081042,150010217081042,1,1
G15000100217041068,150010217041068,G15000100217081042,150010217081042,1,1
G15000100217041069,150010217041069,G15000100217081042,150010217081042,1,1
G15000100217041070,150010217041070,G15000100217081042,150010217081042,1,1
G15000100217041071,150010217041071,G15000100217081042,150010217081042,1,1
G15000100217041072,150010217041072,G15000100217081036,150010217081036,0.5992125588,0.8486909948
G15000100217041072,150010217041072,G15000100217081037,150010217081037,0.393816733,0.0678667377
G15000100217041072,150010217041072,G15000100217081048,150010217081048,0.0069707082,0.0834422675
G15000100217041073,150010217041073,G15000100217081041,150010217081041,1,1
G15000100217041074,150010217041074,G15000100217081042,150010217081042,1,1
G15000100217041075,150010217041075,G15000100217081044,150010217081044,1,1
G15000100217041076,150010217041076,G15000100217081036,150010217081036,1,1
G15000100217041077,150010217041077,G15000100217081037,150010217081037,1,1
G15000100217041078,150010217041078,G15000100217081036,150010217081036,1,1
G15000100217041079,150010217041079,G15000100217081036,150010217081036,1,1
G15000100217041080,150010217041080,G15000100217081036,150010217081036,1,1
G15000100217041081,150010217041081,G15000100217081036,150010217081036,1,1
G15000100217041082,150010217041082,G15000100217081033,150010217081033,1,1
G15000100217041083,150010217041083,G15000100217081035,150010217081035,1,1
G15000100217041084,150010217041084,G15000100217081016,150010217081016,0.9951876964,0.9951876964
G15000100217041084,150010217041084,G15000100217081032,150010217081032,0.0028525249,0.0028525249
G15000100217041084,150010217041084,G15000100217081035,150010217081035,0.0000310133,0.0000310133
G15000100217041084,150010217041084,G15000100217081037,150010217081037,0.0019287653,0.0019287653
G15000100217041085,150010217041085,G15000100217081040,150010217081040,1,1
G15000100217041086,150010217041086,G15000100217081038,150010217081038,0.9079190964,0.9079190964
G15000100217041086,150010217041086,G15000100217081051,150010217081051,0.0920809036,0.0920809036
G15000100217041087,150010217041087,G15000100217081037,150010217081037,1,1
G15000100217041088,150010217041088,G15000100217081037,150010217081037,1,1
G15000100217041089,150010217041089,G15000100217081015,150010217081015,1,1
G15000100217041090,150010217041090,G15000100217081037,150010217081037,1,1
G15000100217041091,150010217041091,G15000100217081037,150010217081037,1,1
G15000100217041092,150010217041092,G15000100217081043,150010217081043,1,1
G15000100217041093,150010217041093,G15000100217081037,150010217081037,1,1
G15000100217041094,150010217041094,G15000100217081046,150010217081046,1,1
G15000100217041095,150010217041095,G15000100217081045,150010217081045,1,1
G15000100217041096,150010217041096,G15000100217081047,150010217081047,1,1
G15000100217041097,150010217041097,G15000100217081047,150010217081047,1,1
G15000100217041098,150010217041098,G15000100217081030,150010217081030,1,1
G15000100217041099,150010217041099,G15000100217081039,150010217081039,1,1
G15000100217041100,150010217041100,G15000100217081041,150010217081041,1,1
G15000100217041101,150010217041101,G15000100217081042,150010217081042,1,1
G15000100217041102,150010217041102,G15000100217081042,150010217081042,1,1
G15000100217041103,150010217041103,G15000100217081037,150010217081037,1,1
G15000100217041104,150010217041104,G15000100217081037,150010217081037,1,1
G15000100217041105,150010217041105,G15000100217081037,150010217081037,1,1
G15000100217041106,150010217041106,G15000100217081037,150010217081037,1,1
G15000100217041107,150010217041107,G15000100217081037,150010217081037,1,1
G15000100217041108,150010217041108,G15000100217081037,150010217081037,1,1
G15000100217041109,150010217041109,G15000100217081049,150010217081049,1,1
G15000100217041110,150010217041110,G15000100217081032,150010217081032,1,1
G15000100217041111,150010217041111,G15000100217081001,150010217081001,1,1
G15000100217041112,150010217041112,G15000100217081009,150010217081009,1,1
G15000100217041113,150010217041113,G15000100217081018,150010217081018,1,1
G15000100217041114,150010217041114,G15000100217081022,150010217081022,1,1
G15000100217041115,150010217041115,G15000100217081018,150010217081018,1,1
G15000100217041116,150010217041116,G15000100217081027,150010217081027,1,1
G15000100217041117,150010217041117,G15000100217081037,150010217081037,1,1
G15000100217042000,150010217042000,G15000100217073003,150010217073003,1,1
G15000100217042001,150010217042001,G15000100217073004,150010217073004,0.5026750083,0.5052094429
G15000100217042001,150010217042001,G15000100217073010,150010217073010,0.4067254059,0.4016707419
G15000100217042001,150010217042001,G15000100217073011,150010217073011,0.0905995858,0.0931198152
G15000100217042002,150010217042002,G15000100217073011,150010217073011,1,1
G15000100217042003,150010217042003,G15000100217073011,150010217073011,1,1
G15000100217042004,150010217042004,G15000100217073011,150010217073011,1,1
