blk2010gj,blk2010ge,blk2020gj,blk2020ge,parea,weight
G15000300006001003,150030006001003,G15000300006001002,150030006001002,1,1
G15000300006001004,150030006001004,G15000300006001003,150030006001003,1,1
G15000300006002000,150030006002000,G15000300006002001,150030006002001,1,1
G15000300006002001,150030006002001,G15000300006002001,150030006002001,1,1
G15000300006002002,150030006002002,G15000300006002000,150030006002000,1,1
G15000300006002003,150030006002003,G15000300006002001,150030006002001,1,1
G15000300006002004,150030006002004,G15000300006002002,150030006002002,1,1
G15000300006002005,150030006002005,G15000300006002003,150030006002003,1,1
G15000300006002006,150030006002006,G15000300006002003,150030006002003,1,1
G15000300006002007,150030006002007,G15000300006002014,150030006002014,1,1
G15000300006002008,150030006002008,G15000300006002013,150030006002013,1,1
G15000300006002009,150030006002009,G15000300006002001,150030006002001,1,1
G15000300006002010,150030006002010,G15000300006002009,150030006002009,1,1
G15000300006002011,150030006002011,G15000300006002009,150030006002009,1,1
G15000300006002012,150030006002012,G15000300006002009,150030006002009,1,1
G15000300006002013,150030006002013,G15000300006002007,150030006002007,0.4375174435,0
G15000300006002013,150030006002013,G15000300006002008,150030006002008,0.5624825565,1
G15000300006002014,150030006002014,G15000300006002004,150030006002004,0.5061019699,1
G15000300006002014,150030006002014,G15000300006002005,150030006002005,0.4530800839,0
G15000300006002014,150030006002014,G15000300006002006,150030006002006,0.0408179461,0
G15000300006002015,150030006002015,G15000300006002004,150030006002004,1,1
G15000300006002016,150030006002016,G15000300006002011,150030006002011,1,1
G15000300006002017,150030006002017,G15000300006002011,150030006002011,1,1
G15000300006002018,150030006002018,G15000300006002010,150030006002010,1,1
G15000300006002019,150030006002019,G15000300006002012,150030006002012,1,1
G15000300006002020,150030006002020,G15000300006002014,150030006002014,1,1
G15000300007001000,150030007001000,G15000300007001000,150030007001000,1,1
G15000300007001001,150030007001001,G15000300007001000,150030007001000,1,1
G15000300007001002,150030007001002,G15000300007001002,150030007001002,1,1
G15000300007001003,150030007001003,G15000300007001001,150030007001001,1,1
G15000300007001004,150030007001004,G15000300007003006,150030007003006,1,1
G15000300007001005,150030007001005,G15000300007003000,150030007003000,1,1
G15000300007001006,150030007001006,G15000300007003001,150030007003001,1,1
G15000300007001007,150030007001007,G15000300007003002,150030007003002,1,1
G15000300007001008,150030007001008,G15000300007003004,150030007003004,1,1
G15000300007001009,150030007001009,G15000300007003005,150030007003005,1,1
G15000300007001010,150030007001010,G15000300007001001,150030007001001,1,1
G15000300007001011,150030007001011,G15000300007001000,150030007001000,1,1
G15000300007002000,150030007002000,G15000300007003003,150030007003003,1,1
G15000300007002001,150030007002001,G15000300007004003,150030007004003,1,1
G15000300007002002,150030007002002,G15000300007004000,150030007004000,1,1
G15000300007002003,150030007002003,G15000300007004001,150030007004001,1,1
G15000300007002004,150030007002004,G15000300007004002,150030007004002,1,1
G15000300007002005,150030007002005,G15000300007003003,150030007003003,1,1
G15000300007002006,150030007002006,G15000300007004004,150030007004004,1,1
G15000300007002007,150030007002007,G15000300007004005,150030007004005,1,1
G15000300007003000,150030007003000,G15000300007002007,150030007002007,1,1
G15000300007003001,150030007003001,G15000300007002001,150030007002001,0.9086648814,0.9314842506
G15000300007003001,150030007003001,G15000300007002006,150030007002006,0.0913351186,0.0685157494
G15000300007003002,150030007003002,G15000300007002001,150030007002001,1,1
G15000300007003003,150030007003003,G15000300007002007,150030007002007,1,1
G15000300007003004,150030007003004,G15000300007002006,150030007002006,1,1
G15000300007003005,150030007003005,G15000300007002005,150030007002005,1,1
G15000300007003006,150030007003006,G15000300007002000,150030007002000,1,1
G15000300007003007,150030007003007,G15000300007002003,150030007002003,1,1
G15000300007003008,150030007003008,G15000300007002002,150030007002002,1,1
G15000300007003009,150030007003009,G15000300007002004,150030007002004,1,1
G15000300007003010,150030007003010,G15000300007002008,150030007002008,1,1
G15000300008001000,150030008001000,G15000300007002001,150030007002001,0.122361896,0.1020281979
G15000300008001000,150030008001000,G15000300008001001,150030008001001,0.877638104,0.8979718021
G15000300008001001,150030008001001,G15000300008001002,150030008001002,1,1
G15000300008001002,150030008001002,G15000300008001003,150030008001003,1,1
G15000300008001003,150030008001003,G15000300008001004,150030008001004,1,1
G15000300008001004,150030008001004,G15000300008001005,150030008001005,1,1
G15000300008001005,150030008001005,G15000300008001006,150030008001006,1,1
G15000300008001006,150030008001006,G15000300008001007,150030008001007,1,1
G15000300008001007,150030008001007,G15000300008001008,150030008001008,1,1
G15000300008001008,150030008001008,G15000300008001003,150030008001003,1,1
G15000300008001009,150030008001009,G15000300008001012,150030008001012,1,1
G15000300008001010,150030008001010,G15000300008001012,150030008001012,1,1
G15000300008001011,150030008001011,G15000300008001014,150030008001014,1,1
G15000300008001012,150030008001012,G15000300008001013,150030008001013,1,1
G15000300008001013,150030008001013,G15000300008001002,150030008001002,0.3614826137,0.3614826137
G15000300008001013,150030008001013,G15000300008001011,150030008001011,0.6385173863,0.6385173863
G15000300008001014,150030008001014,G15000300008001011,150030008001011,1,1
G15000300008001015,150030008001015,G15000300008001010,150030008001010,1,1
G15000300008001016,150030008001016,G15000300008001009,150030008001009,1,1
G15000300008001017,150030008001017,G15000300008001001,150030008001001,1,1
G15000300008001018,150030008001018,G15000300008001015,150030008001015,1,1
G15000300008001019,150030008001019,G15000300008001000,150030008001000,1,1
G15000300008002000,150030008002000,G15000300008003012,150030008003012,1,1
G15000300008002001,150030008002001,G15000300008003011,150030008003011,1,1
G15000300008002002,150030008002002,G15000300008003008,150030008003008,1,1
G15000300008002003,150030008002003,G15000300008003007,150030008003007,1,1
G15000300008002004,150030008002004,G15000300008003006,150030008003006,1,1
G15000300008002005,150030008002005,G15000300008003005,150030008003005,1,1
G15000300008002006,150030008002006,G15000300008003009,150030008003009,1,1
G15000300008002007,150030008002007,G15000300008003010,150030008003010,1,1
G15000300008002008,150030008002008,G15000300008003013,150030008003013,1,1
G15000300008003000,150030008003000,G15000300008002008,150030008002008,1,1
G15000300008003001,150030008003001,G15000300008002005,150030008002005,1,1
G15000300008003002,150030008003002,G15000300008002004,150030008002004,1,1
G15000300008003003,150030008003003,G15000300008002003,150030008002003,1,1
G15000300008003004,150030008003004,G15000300008002002,150030008002002,1,1
G15000300008003005,150030008003005,G15000300008002001,150030008002001,1,1
G15000300008003006,150030008003006,G15000300008002001,150030008002001,1,1
G15000300008003007,150030008003007,G15000300008002001,150030008002001,1,1
G15000300008003008,150030008003008,G15000300008002000,150030008002000,1,1
G15000300008003009,150030008003009,G15000300008002001,150030008002001,1,1
G15000300008003010,150030008003010,G15000300008002001,150030008002001,1,1
G15000300008003011,150030008003011,G15000300008002006,150030008002006,1,1
G15000300008003012,150030008003012,G15000300008002007,150030008002007,1,1
G15000300008004000,150030008004000,G15000300008003004,150030008003004,1,1
G15000300008004001,150030008004001,G15000300008003000,150030008003000,1,1
G15000300008004002,150030008004002,G15000300008003001,150030008003001,1,1
G15000300008004003,150030008004003,G15000300008003002,150030008003002,1,1
G15000300008004004,150030008004004,G15000300008003002,150030008003002,1,1
G15000300008004005,150030008004005,G15000300008003003,150030008003003,1,1
G15000300009011000,150030009011000,G15000300009011000,150030009011000,1,1
G15000300009011001,150030009011001,G15000300009011001,150030009011001,1,1
G15000300009011002,150030009011002,G15000300009011005,150030009011005,1,1
G15000300009011003,150030009011003,G15000300009011003,150030009011003,1,1
G15000300009011004,150030009011004,G15000300009052004,150030009052004,1,1
G15000300009011005,150030009011005,G15000300009011004,150030009011004,1,1
G15000300009011006,150030009011006,G15000300009041004,150030009041004,1,1
G15000300009011007,150030009011007,G15000300009011002,150030009011002,1,1
G15000300009011008,150030009011008,G15000300009011006,150030009011006,1,1
G15000300009011009,150030009011009,G15000300009011006,150030009011006,1,1
G15000300009012000,150030009012000,G15000300009012002,150030009012002,1,1
G15000300009012001,150030009012001,G15000300009012001,150030009012001,1,1
G15000300009012002,150030009012002,G15000300009012004,150030009012004,1,1
G15000300009012003,150030009012003,G15000300009012005,150030009012005,1,1
G15000300009012004,150030009012004,G15000300009012006,150030009012006,0.906990243,0.9749303621
G15000300009012004,150030009012004,G15000300009012007,150030009012007,0.093009757,0.0250696379
G15000300009012005,150030009012005,G15000300009012000,150030009012000,1,1
G15000300009012006,150030009012006,G15000300009012000,150030009012000,1,1
G15000300009012007,150030009012007,G15000300009012003,150030009012003,1,1
G15000300009021000,150030009021000,G15000300009052004,150030009052004,1,1
G15000300009021001,150030009021001,G15000300009052004,150030009052004,1,1
G15000300009021002,150030009021002,G15000300009052003,150030009052003,1,1
G15000300009021003,150030009021003,G15000300009052002,150030009052002,1,1
G15000300009021004,150030009021004,G15000300009052001,150030009052001,1,1
G15000300009021005,150030009021005,G15000300009052005,150030009052005,1,1
G15000300009021006,150030009021006,G15000300009052000,150030009052000,1,1
G15000300009021007,150030009021007,G15000300009052004,150030009052004,1,1
G15000300009021008,150030009021008,G15000300009052004,150030009052004,1,1
G15000300009021009,150030009021009,G15000300009041004,150030009041004,1,1
G15000300009021010,150030009021010,G15000300009041000,150030009041000,1,1
G15000300009021011,150030009021011,G15000300009041000,150030009041000,1,1
G15000300009021012,150030009021012,G15000300009041006,150030009041006,0.9990895587,0.9994134344
G15000300009021012,150030009021012,G15000300009052000,150030009052000,0.0009104413,0.0005865656
G15000300009021013,150030009021013,G15000300009041002,150030009041002,1,1
G15000300009021014,150030009021014,G15000300009041001,150030009041001,1,1
G15000300009021015,150030009021015,G15000300009041005,150030009041005,1,1
G15000300009021016,150030009021016,G15000300009041003,150030009041003,1,1
G15000300009022000,150030009022000,G15000300009051001,150030009051001,1,1
G15000300009022001,150030009022001,G15000300009051001,150030009051001,1,1
G15000300009022002,150030009022002,G15000300009051002,150030009051002,1,1
G15000300009022003,150030009022003,G15000300009051004,150030009051004,1,1
G15000300009022004,150030009022004,G15000300009051000,150030009051000,1,1
G15000300009022005,150030009022005,G15000300009051003,150030009051003,1,1
G15000300009022006,150030009022006,G15000300009051005,150030009051005,1,1
G15000300009022007,150030009022007,G15000300009051001,150030009051001,1,1
G15000300009022008,150030009022008,G15000300009051001,150030009051001,1,1
G15000300009022009,150030009022009,G15000300009051006,150030009051006,1,1
G15000300009031000,150030009031000,G15000300009031000,150030009031000,1,1
G15000300009031001,150030009031001,G15000300009031000,150030009031000,1,1
G15000300009031002,150030009031002,G15000300009031001,150030009031001,1,1
G15000300009031003,150030009031003,G15000300009031002,150030009031002,1,1
G15000300009031004,150030009031004,G15000300009031002,150030009031002,1,1
G15000300009031005,150030009031005,G15000300009031003,150030009031003,1,1
G15000300009031006,150030009031006,G15000300009032002,150030009032002,1,1
G15000300009031007,150030009031007,G15000300009032001,150030009032001,1,1
G15000300009031008,150030009031008,G15000300009031004,150030009031004,1,1
G15000300009031009,150030009031009,G15000300009031005,150030009031005,1,1
G15000300009031010,150030009031010,G15000300009031006,150030009031006,1,1
G15000300009031011,150030009031011,G15000300009031007,150030009031007,1,1
G15000300009031012,150030009031012,G15000300009032000,150030009032000,1,1
G15000300009031013,150030009031013,G15000300009031000,150030009031000,0.2028212818,1
G15000300009031013,150030009031013,G15000300009031008,150030009031008,0.7971787182,0
G15000300009031014,150030009031014,G15000300009031009,150030009031009,1,1
G15000300009031015,150030009031015,G15000300007002001,150030007002001,1,1
G15000300009031016,150030009031016,G15000300009031009,150030009031009,1,1
G15000300009032000,150030009032000,G15000300009032013,150030009032013,1,1
G15000300009032001,150030009032001,G15000300009032004,150030009032004,1,1
G15000300009032002,150030009032002,G15000300009032005,150030009032005,1,1
G15000300009032003,150030009032003,G15000300009032003,150030009032003,1,1
G15000300009032004,150030009032004,G15000300009032010,150030009032010,1,1
G15000300009032005,150030009032005,G15000300009032009,150030009032009,1,1
G15000300009032006,150030009032006,G15000300009032012,150030009032012,1,1
G15000300009032007,150030009032007,G15000300009032011,150030009032011,1,1
G15000300009032008,150030009032008,G15000300009032008,150030009032008,1,1
G15000300009032009,150030009032009,G15000300009032006,150030009032006,1,1
G15000300009032010,150030009032010,G15000300009032007,150030009032007,1,1
G15000300009032011,150030009032011,G15000300009032007,150030009032007,1,1
G15000300010001000,150030010001000,G15000300010001003,150030010001003,1,1
G15000300010001001,150030010001001,G15000300010001001,150030010001001,0.9913276252,0.8670187982
G15000300010001001,150030010001001,G15000300010001004,150030010001004,0.0086723748,0.1329812018
G15000300010001002,150030010001002,G15000300010001006,150030010001006,1,1
G15000300010001003,150030010001003,G15000300010001000,150030010001000,1,1
G15000300010001004,150030010001004,G15000300010001002,150030010001002,1,1
G15000300010001005,150030010001005,G15000300010001007,150030010001007,1,1
G15000300010001006,150030010001006,G15000300010001001,150030010001001,1,1
G15000300010001007,150030010001007,G15000300010001005,150030010001005,1,1
G15000300010001008,150030010001008,G15000300010001003,150030010001003,1,1
G15000300010001009,150030010001009,G15000300010001008,150030010001008,1,1
G15000300010002000,150030010002000,G15000300010002001,150030010002001,1,1
G15000300010002001,150030010002001,G15000300010002000,150030010002000,1,1
G15000300010002002,150030010002002,G15000300010002000,150030010002000,1,1
G15000300010002003,150030010002003,G15000300010002000,150030010002000,1,1
G15000300010002004,150030010002004,G15000300010002000,150030010002000,1,1
G15000300010002005,150030010002005,G15000300010002000,150030010002000,1,1
G15000300010002006,150030010002006,G15000300010002002,150030010002002,1,1
G15000300011001000,150030011001000,G15000300011012001,150030011012001,1,1
G15000300011001001,150030011001001,G15000300011012000,150030011012000,1,1
G15000300011001002,150030011001002,G15000300011012001,150030011012001,1,1
G15000300011001003,150030011001003,G15000300011012000,150030011012000,1,1
G15000300011001004,150030011001004,G15000300011011001,150030011011001,1,1
G15000300011001005,150030011001005,G15000300011011000,150030011011000,1,1
G15000300011001006,150030011001006,G15000300011011002,150030011011002,1,1
G15000300011002000,150030011002000,G15000300011021000,150030011021000,1,1
G15000300011002001,150030011002001,G15000300011021000,150030011021000,1,1
G15000300011002002,150030011002002,G15000300011021002,150030011021002,1,1
G15000300011002003,150030011002003,G15000300011021000,150030011021000,1,1
G15000300011002004,150030011002004,G15000300011021001,150030011021001,1,1
G15000300011002005,150030011002005,G15000300011022000,150030011022000,1,1
G15000300011002006,150030011002006,G15000300011021003,150030011021003,1,1
G15000300011002007,150030011002007,G15000300011021004,150030011021004,1,1
G15000300011002008,150030011002008,G15000300011022001,150030011022001,1,1
G15000300011002009,150030011002009,G15000300011022003,150030011022003,1,1
G15000300011002010,150030011002010,G15000300011022002,150030011022002,1,1
G15000300011002011,150030011002011,G15000300011021000,150030011021000,1,1
G15000300012011000,150030012011000,G15000300012011007,150030012011007,1,1
G15000300012011001,150030012011001,G15000300012011006,150030012011006,1,1
G15000300012011002,150030012011002,G15000300012011005,150030012011005,1,1
G15000300012011003,150030012011003,G15000300012011000,150030012011000,1,1
G15000300012011004,150030012011004,G15000300012011001,150030012011001,1,1
G15000300012011005,150030012011005,G15000300012011002,150030012011002,1,1
G15000300012011006,150030012011006,G15000300012011003,150030012011003,1,1
G15000300012011007,150030012011007,G15000300012011003,150030012011003,1,1
G15000300012011008,150030012011008,G15000300012011004,150030012011004,1,1
G15000300012012000,150030012012000,G15000300012012017,150030012012017,1,1
G15000300012012001,150030012012001,G15000300012012003,150030012012003,1,1
G15000300012012002,150030012012002,G15000300012012000,150030012012000,1,1
G15000300012012003,150030012012003,G15000300012012019,150030012012019,1,1
G15000300012012004,150030012012004,G15000300012012018,150030012012018,1,1
G15000300012012005,150030012012005,G15000300012012007,150030012012007,1,1
G15000300012012006,150030012012006,G15000300012012008,150030012012008,1,1
G15000300012012007,150030012012007,G15000300012012009,150030012012009,1,1
G15000300012012008,150030012012008,G15000300012012010,150030012012010,1,1
G15000300012012009,150030012012009,G15000300012012011,150030012012011,1,1
G15000300012012010,150030012012010,G15000300012012012,150030012012012,1,1
G15000300012012011,150030012012011,G15000300012012013,150030012012013,1,1
G15000300012012012,150030012012012,G15000300012012006,150030012012006,1,1
G15000300012012013,150030012012013,G15000300012012005,150030012012005,1,1
G15000300012012014,150030012012014,G15000300012012014,150030012012014,1,1
G15000300012012015,150030012012015,G15000300012012015,150030012012015,1,1
G15000300012012016,150030012012016,G15000300012012016,150030012012016,1,1
G15000300012012017,150030012012017,G15000300012012004,150030012012004,1,1
G15000300012012018,150030012012018,G15000300012012002,150030012012002,1,1
G15000300012012019,150030012012019,G15000300012012001,150030012012001,1,1
G15000300012012020,150030012012020,G15000300012012020,150030012012020,1,1
G15000300012021000,150030012021000,G15000300012021003,150030012021003,1,1
G15000300012021001,150030012021001,G15000300012021003,150030012021003,1,1
G15000300012021002,150030012021002,G15000300012021003,150030012021003,1,1
G15000300012021003,150030012021003,G15000300012021003,150030012021003,1,1
G15000300012021004,150030012021004,G15000300012021002,150030012021002,1,1
G15000300012021005,150030012021005,G15000300012021004,150030012021004,1,1
G15000300012021006,150030012021006,G15000300012021000,150030012021000,1,1
G15000300012021007,150030012021007,G15000300012021001,150030012021001,1,1
G15000300012021008,150030012021008,G15000300012021000,150030012021000,1,1
G15000300012022000,150030012022000,G15000300012022000,150030012022000,1,1
G15000300012022001,150030012022001,G15000300012022001,150030012022001,1,1
G15000300012022002,150030012022002,G15000300012022002,150030012022002,1,1
G15000300012022003,150030012022003,G15000300012022003,150030012022003,1,1
G15000300012022004,150030012022004,G15000300012022004,150030012022004,1,1
G15000300012022005,150030012022005,G15000300012022005,150030012022005,1,1
G15000300012022006,150030012022006,G15000300012022006,150030012022006,1,1
G15000300013001000,150030013001000,G15000300013001002,150030013001002,1,1
G15000300013001001,150030013001001,G15000300013001002,150030013001002,1,1
G15000300013001002,150030013001002,G15000300013001003,150030013001003,1,1
G15000300013001003,150030013001003,G15000300013001004,150030013001004,1,1
G15000300013001004,150030013001004,G15000300013001001,150030013001001,1,1
G15000300013001005,150030013001005,G15000300013001002,150030013001002,1,1
G15000300013001006,150030013001006,G15000300013001007,150030013001007,1,1
G15000300013001007,150030013001007,G15000300013001006,150030013001006,1,1
G15000300013001008,150030013001008,G15000300013001006,150030013001006,1,1
G15000300013001009,150030013001009,G15000300013001008,150030013001008,1,1
G15000300013001010,150030013001010,G15000300013001009,150030013001009,1,1
G15000300013001011,150030013001011,G15000300013001010,150030013001010,1,1
G15000300013001012,150030013001012,G15000300013001000,150030013001000,1,1
G15000300013001013,150030013001013,G15000300013001005,150030013001005,1,1
G15000300013002000,150030013002000,G15000300013002006,150030013002006,1,1
G15000300013002001,150030013002001,G15000300013002007,150030013002007,1,1
G15000300013002002,150030013002002,G15000300013002004,150030013002004,1,1
G15000300013002003,150030013002003,G15000300013002003,150030013002003,1,1
G15000300013002004,150030013002004,G15000300013002002,150030013002002,1,1
G15000300013002005,150030013002005,G15000300013002001,150030013002001,1,1
G15000300013002006,150030013002006,G15000300013002010,150030013002010,1,1
G15000300013002007,150030013002007,G15000300013002005,150030013002005,1,1
G15000300013002008,150030013002008,G15000300013002003,150030013002003,1,1
G15000300013002009,150030013002009,G15000300013002009,150030013002009,1,1
G15000300013002010,150030013002010,G15000300013002008,150030013002008,1,1
G15000300013002011,150030013002011,G15000300013002000,150030013002000,1,1
G15000300013003000,150030013003000,G15000300013003003,150030013003003,1,1
G15000300013003001,150030013003001,G15000300013003002,150030013003002,0.9957210777,0.9964868865
G15000300013003001,150030013003001,G15000300013003008,150030013003008,0.0042789223,0.0035131135
G15000300013003002,150030013003002,G15000300013003000,150030013003000,1,1
G15000300013003003,150030013003003,G15000300013003001,150030013003001,1,1
G15000300013003004,150030013003004,G15000300013003008,150030013003008,0.847826087,1
G15000300013003004,150030013003004,G15000300013003009,150030013003009,0.152173913,0
G15000300013003005,150030013003005,G15000300013003008,150030013003008,0.0546875,0.121101842
G15000300013003005,150030013003005,G15000300013003010,150030013003010,0.9453125,0.878898158
G15000300013003006,150030013003006,G15000300013003008,150030013003008,0.1981132075,1
G15000300013003006,150030013003006,G15000300013003009,150030013003009,0.8018867925,0
G15000300013003007,150030013003007,G15000300013003009,150030013003009,1,1
G15000300013003008,150030013003008,G15000300013003007,150030013003007,1,1
G15000300013003009,150030013003009,G15000300013003008,150030013003008,1,1
G15000300013003010,150030013003010,G15000300013003008,150030013003008,1,1
G15000300013003011,150030013003011,G15000300013003004,150030013003004,1,1
G15000300013003012,150030013003012,G15000300013003005,150030013003005,1,1
G15000300013003013,150030013003013,G15000300013003006,150030013003006,1,1
G15000300013003014,150030013003014,G15000300013003007,150030013003007,1,1
G15000300013004000,150030013004000,G15000300013004008,150030013004008,1,1
G15000300013004001,150030013004001,G15000300013004004,150030013004004,1,1
G15000300013004002,150030013004002,G15000300013004003,150030013004003,1,1
G15000300013004003,150030013004003,G15000300013004002,150030013004002,1,1
G15000300013004004,150030013004004,G15000300013004000,150030013004000,0.6641137856,0.6641137856
G15000300013004004,150030013004004,G15000300013004001,150030013004001,0.3358862144,0.3358862144
G15000300013004005,150030013004005,G15000300013004000,150030013004000,1,1
G15000300013004006,150030013004006,G15000300013004008,150030013004008,1,1
G15000300013004007,150030013004007,G15000300013004006,150030013004006,1,1
G15000300013004008,150030013004008,G15000300013004005,150030013004005,1,1
G15000300013004009,150030013004009,G15000300013004010,150030013004010,1,1
G15000300013004010,150030013004010,G15000300013004009,150030013004009,1,1
G15000300013004011,150030013004011,G15000300013004007,150030013004007,1,1
G15000300014001000,150030014001000,G15000300014001007,150030014001007,1,1
G15000300014001001,150030014001001,G15000300014001004,150030014001004,1,1
G15000300014001002,150030014001002,G15000300014001003,150030014001003,1,1
G15000300014001003,150030014001003,G15000300014001002,150030014001002,1,1
G15000300014001004,150030014001004,G15000300014001001,150030014001001,1,1
G15000300014001005,150030014001005,G15000300014001000,150030014001000,1,1
G15000300014001006,150030014001006,G15000300014002011,150030014002011,1,1
G15000300014001007,150030014001007,G15000300014002010,150030014002010,1,1
G15000300014001008,150030014001008,G15000300014001005,150030014001005,1,1
G15000300014001009,150030014001009,G15000300014001006,150030014001006,1,1
G15000300014001010,150030014001010,G15000300014002009,150030014002009,1,1
G15000300014002000,150030014002000,G15000300014002008,150030014002008,1,1
G15000300014002001,150030014002001,G15000300014002005,150030014002005,1,1
G15000300014002002,150030014002002,G15000300014002004,150030014002004,1,1
G15000300014002003,150030014002003,G15000300014002003,150030014002003,1,1
G15000300014002004,150030014002004,G15000300014002002,150030014002002,1,1
G15000300014002005,150030014002005,G15000300014002001,150030014002001,1,1
G15000300014002006,150030014002006,G15000300014002012,150030014002012,1,1
G15000300014002007,150030014002007,G15000300014002006,150030014002006,1,1
G15000300014002008,150030014002008,G15000300014002000,150030014002000,1,1
G15000300014002009,150030014002009,G15000300014002009,150030014002009,1,1
G15000300014002010,150030014002010,G15000300014002007,150030014002007,1,1
G15000300015001000,150030015001000,G15000300015011012,150030015011012,1,1
G15000300015001001,150030015001001,G15000300015011011,150030015011011,1,1
G15000300015001002,150030015001002,G15000300015011002,150030015011002,1,1
G15000300015001003,150030015001003,G15000300015011003,150030015011003,1,1
G15000300015001004,150030015001004,G15000300015011004,150030015011004,1,1
G15000300015001005,150030015001005,G15000300015011005,150030015011005,1,1
G15000300015001006,150030015001006,G15000300015011006,150030015011006,1,1
G15000300015001007,150030015001007,G15000300015011007,150030015011007,1,1
G15000300015001008,150030015001008,G15000300015011008,150030015011008,1,1
G15000300015001009,150030015001009,G15000300015011009,150030015011009,1,1
G15000300015001010,150030015001010,G15000300015011010,150030015011010,1,1
G15000300015001011,150030015001011,G15000300015011000,150030015011000,1,1
G15000300015001012,150030015001012,G15000300015011001,150030015011001,1,1
G15000300015002000,150030015002000,G15000300015021012,150030015021012,1,1
G15000300015002001,150030015002001,G15000300015021013,150030015021013,1,1
G15000300015002002,150030015002002,G15000300015021006,150030015021006,1,1
G15000300015002003,150030015002003,G15000300015021005,150030015021005,1,1
G15000300015002004,150030015002004,G15000300015021000,150030015021000,0.3755754635,0.5
G15000300015002004,150030015002004,G15000300015021004,150030015021004,0.6244245365,0.5
G15000300015002005,150030015002005,G15000300015021001,150030015021001,0.4243905457,0.4819277108
G15000300015002005,150030015002005,G15000300015021002,150030015021002,0.5756094543,0.5180722892
G15000300015002006,150030015002006,G15000300015021003,150030015021003,1,1
G15000300015002007,150030015002007,G15000300015021007,150030015021007,0.8548374017,0.737704918
G15000300015002007,150030015002007,G15000300015021008,150030015021008,0.1451625983,0.262295082
G15000300015002008,150030015002008,G15000300015021009,150030015021009,0.7677470495,0.7803030303
G15000300015002008,150030015002008,G15000300015021010,150030015021010,0.2322529505,0.2196969697
G15000300015002009,150030015002009,G15000300015021011,150030015021011,1,1
G15000300015003000,150030015003000,G15000300015022001,150030015022001,1,1
G15000300015003001,150030015003001,G15000300015022002,150030015022002,1,1
G15000300015003002,150030015003002,G15000300015022003,150030015022003,1,1
G15000300015003003,150030015003003,G15000300015022007,150030015022007,1,1
G15000300015003004,150030015003004,G15000300015022006,150030015022006,1,1
G15000300015003005,150030015003005,G15000300015022005,150030015022005,1,1
G15000300015003006,150030015003006,G15000300015022004,150030015022004,1,1
G15000300015003007,150030015003007,G15000300015022004,150030015022004,1,1
G15000300015003008,150030015003008,G15000300015022000,150030015022000,1,1
G15000300015003009,150030015003009,G15000300015022012,150030015022012,1,1
G15000300015003010,150030015003010,G15000300015022009,150030015022009,1,1
G15000300015003011,150030015003011,G15000300015022008,150030015022008,1,1
G15000300015003012,150030015003012,G15000300015022010,150030015022010,1,1
G15000300015003013,150030015003013,G15000300015022011,150030015022011,1,1
G15000300015003014,150030015003014,G15000300015022013,150030015022013,1,1
G15000300016001000,150030016001000,G15000300016022007,150030016022007,1,1
G15000300016001001,150030016001001,G15000300016022006,150030016022006,1,1
G15000300016001002,150030016001002,G15000300016022000,150030016022000,1,1
G15000300016001003,150030016001003,G15000300016022001,150030016022001,1,1
G15000300016001004,150030016001004,G15000300016022002,150030016022002,1,1
G15000300016001005,150030016001005,G15000300016021006,150030016021006,1,1
G15000300016001006,150030016001006,G15000300016021001,150030016021001,1,1
G15000300016001007,150030016001007,G15000300016021004,150030016021004,1,1
G15000300016001008,150030016001008,G15000300016021003,150030016021003,1,1
G15000300016001009,150030016001009,G15000300016021002,150030016021002,1,1
G15000300016001010,150030016001010,G15000300016021000,150030016021000,1,1
G15000300016001011,150030016001011,G15000300016021005,150030016021005,1,1
G15000300016001012,150030016001012,G15000300016022003,150030016022003,1,1
G15000300016001013,150030016001013,G15000300016022004,150030016022004,1,1
G15000300016001014,150030016001014,G15000300016022005,150030016022005,1,1
G15000300016002000,150030016002000,G15000300016011000,150030016011000,1,1
G15000300016002001,150030016002001,G15000300016011001,150030016011001,1,1
G15000300016002002,150030016002002,G15000300016011002,150030016011002,1,1
G15000300016002003,150030016002003,G15000300016011003,150030016011003,1,1
G15000300016002004,150030016002004,G15000300016011004,150030016011004,1,1
G15000300016002005,150030016002005,G15000300016011005,150030016011005,1,1
G15000300016002006,150030016002006,G15000300016011006,150030016011006,1,1
G15000300016002007,150030016002007,G15000300016011007,150030016011007,1,1
G15000300016002008,150030016002008,G15000300016011008,150030016011008,1,1
G15000300016002009,150030016002009,G15000300016011009,150030016011009,1,1
G15000300016002010,150030016002010,G15000300016011010,150030016011010,1,1
G15000300016002011,150030016002011,G15000300016011011,150030016011011,1,1
G15000300016002012,150030016002012,G15000300016011012,150030016011012,1,1
G15000300016003000,150030016003000,G15000300016012006,150030016012006,1,1
G15000300016003001,150030016003001,G15000300016012005,150030016012005,1,1
G15000300016003002,150030016003002,G15000300016012000,150030016012000,1,1
G15000300016003003,150030016003003,G15000300016012001,150030016012001,1,1
G15000300016003004,150030016003004,G15000300016012002,150030016012002,1,1
G15000300016003005,150030016003005,G15000300016012003,150030016012003,1,1
G15000300016003006,150030016003006,G15000300016012004,150030016012004,1,1
G15000300017001000,150030017001000,G15000300017002011,150030017002011,1,1
G15000300017001001,150030017001001,G15000300017002005,150030017002005,1,1
